Filename,Param_1,Param_2,Param_3,Param_4,Param_5,Param_6,Param_7,Param_8,Tool,Polar Runtime,Average Time per Iteration,# Iterations,Time_Seconds
p_0.00_1000.00_5000.00_5000.00_1.6667_1000.00_1.00_1.6666666667.smt2,0.0,1000.0,5000.0,5000.0,1.6667,1000.0,1.0,1.6666666667,Phaserr,,,,322.4485
p_0.00_1000.00_5000.00_5000.00_1.6667_1000.00_1.00_1.6666666667.smt2,0.0,1000.0,5000.0,5000.0,1.6667,1000.0,1.0,1.6666666667,Spacer,,,,320.9344
p_0.00_1000.00_5000.00_5000.00_1.6667_1000.00_1.00_1.6666666667.smt2,0.0,1000.0,5000.0,5000.0,1.6667,1000.0,1.0,1.6666666667,Golem,,,,321.304
p_0.00_1000.00_5000.00_5000.00_1.6667_1000.00_1.00_1.6666666667.smt2,0.0,1000.0,5000.0,5000.0,1.6667,1000.0,1.0,1.6666666667,GSpacer,,,,323.1311
p_0.00_1000.00_5000.00_5000.00_1.6667_1000.00_1.00_1.8888888889.smt2,0.0,1000.0,5000.0,5000.0,1.6667,1000.0,1.0,1.8888888889,Phaserr,,,,321.0064
p_0.00_1000.00_5000.00_5000.00_1.6667_1000.00_1.00_1.8888888889.smt2,0.0,1000.0,5000.0,5000.0,1.6667,1000.0,1.0,1.8888888889,Spacer,,,,321.1064
p_0.00_1000.00_5000.00_5000.00_1.6667_1000.00_1.00_1.8888888889.smt2,0.0,1000.0,5000.0,5000.0,1.6667,1000.0,1.0,1.8888888889,Golem,,,,323.4716
p_0.00_1000.00_5000.00_5000.00_1.6667_1000.00_1.00_1.8888888889.smt2,0.0,1000.0,5000.0,5000.0,1.6667,1000.0,1.0,1.8888888889,GSpacer,,,,320.6193
p_0.00_1000.00_5000.00_5000.00_1.6667_1000.00_1.00_2.1111111111.smt2,0.0,1000.0,5000.0,5000.0,1.6667,1000.0,1.0,2.1111111111,Phaserr,,,,320.9738
p_0.00_1000.00_5000.00_5000.00_1.6667_1000.00_1.00_2.1111111111.smt2,0.0,1000.0,5000.0,5000.0,1.6667,1000.0,1.0,2.1111111111,Spacer,,,,321.4394
p_0.00_1000.00_5000.00_5000.00_1.6667_1000.00_1.00_2.1111111111.smt2,0.0,1000.0,5000.0,5000.0,1.6667,1000.0,1.0,2.1111111111,Golem,,,,323.433
p_0.00_1000.00_5000.00_5000.00_1.6667_1000.00_1.00_2.1111111111.smt2,0.0,1000.0,5000.0,5000.0,1.6667,1000.0,1.0,2.1111111111,GSpacer,,,,320.5443
p_0.00_1000.00_5000.00_5000.00_1.6667_1000.00_1.00_2.3333333333.smt2,0.0,1000.0,5000.0,5000.0,1.6667,1000.0,1.0,2.3333333333,Phaserr,,,,321.133
p_0.00_1000.00_5000.00_5000.00_1.6667_1000.00_1.00_2.3333333333.smt2,0.0,1000.0,5000.0,5000.0,1.6667,1000.0,1.0,2.3333333333,Spacer,,,,325.1442
p_0.00_1000.00_5000.00_5000.00_1.6667_1000.00_1.00_2.3333333333.smt2,0.0,1000.0,5000.0,5000.0,1.6667,1000.0,1.0,2.3333333333,Golem,,,,323.4891
p_0.00_1000.00_5000.00_5000.00_1.6667_1000.00_1.00_2.3333333333.smt2,0.0,1000.0,5000.0,5000.0,1.6667,1000.0,1.0,2.3333333333,GSpacer,,,,322.4811
p_0.00_1000.00_5000.00_5000.00_1.6667_1000.00_1.00_2.5555555556.smt2,0.0,1000.0,5000.0,5000.0,1.6667,1000.0,1.0,2.5555555556,Phaserr,,,,324.6844
p_0.00_1000.00_5000.00_5000.00_1.6667_1000.00_1.00_2.5555555556.smt2,0.0,1000.0,5000.0,5000.0,1.6667,1000.0,1.0,2.5555555556,Spacer,,,,323.0337
p_0.00_1000.00_5000.00_5000.00_1.6667_1000.00_1.00_2.5555555556.smt2,0.0,1000.0,5000.0,5000.0,1.6667,1000.0,1.0,2.5555555556,Golem,,,,324.1999
p_0.00_1000.00_5000.00_5000.00_1.6667_1000.00_1.00_2.5555555556.smt2,0.0,1000.0,5000.0,5000.0,1.6667,1000.0,1.0,2.5555555556,GSpacer,,,,326.4707
p_0.00_1000.00_5000.00_5000.00_1.6667_1000.00_1.00_2.7777777778.smt2,0.0,1000.0,5000.0,5000.0,1.6667,1000.0,1.0,2.7777777778,Phaserr,,,,318.0776
p_0.00_1000.00_5000.00_5000.00_1.6667_1000.00_1.00_2.7777777778.smt2,0.0,1000.0,5000.0,5000.0,1.6667,1000.0,1.0,2.7777777778,Spacer,,,,322.8674
p_0.00_1000.00_5000.00_5000.00_1.6667_1000.00_1.00_2.7777777778.smt2,0.0,1000.0,5000.0,5000.0,1.6667,1000.0,1.0,2.7777777778,Golem,,,,323.8144
p_0.00_1000.00_5000.00_5000.00_1.6667_1000.00_1.00_2.7777777778.smt2,0.0,1000.0,5000.0,5000.0,1.6667,1000.0,1.0,2.7777777778,GSpacer,,,,325.8786
p_0.00_1000.00_5000.00_5000.00_1.6667_1000.00_1.00_3.0000000000.smt2,0.0,1000.0,5000.0,5000.0,1.6667,1000.0,1.0,3.0,Phaserr,,,,323.0917
p_0.00_1000.00_5000.00_5000.00_1.6667_1000.00_1.00_3.0000000000.smt2,0.0,1000.0,5000.0,5000.0,1.6667,1000.0,1.0,3.0,Spacer,,,,323.6156
p_0.00_1000.00_5000.00_5000.00_1.6667_1000.00_1.00_3.0000000000.smt2,0.0,1000.0,5000.0,5000.0,1.6667,1000.0,1.0,3.0,Golem,,,,327.7896
p_0.00_1000.00_5000.00_5000.00_1.6667_1000.00_1.00_3.0000000000.smt2,0.0,1000.0,5000.0,5000.0,1.6667,1000.0,1.0,3.0,GSpacer,,,,324.0633
p_0.00_1000.00_5000.00_5000.00_1.8333_1000.00_1.00_1.0000000000.smt2,0.0,1000.0,5000.0,5000.0,1.8333,1000.0,1.0,1.0,Phaserr,,,,323.9846
p_0.00_1000.00_5000.00_5000.00_1.8333_1000.00_1.00_1.0000000000.smt2,0.0,1000.0,5000.0,5000.0,1.8333,1000.0,1.0,1.0,Spacer,,,,327.4571
p_0.00_1000.00_5000.00_5000.00_1.8333_1000.00_1.00_1.0000000000.smt2,0.0,1000.0,5000.0,5000.0,1.8333,1000.0,1.0,1.0,Golem,,,,326.3532
p_0.00_1000.00_5000.00_5000.00_1.8333_1000.00_1.00_1.0000000000.smt2,0.0,1000.0,5000.0,5000.0,1.8333,1000.0,1.0,1.0,GSpacer,,,,325.2578
p_0.00_1000.00_5000.00_5000.00_1.8333_1000.00_1.00_1.2222222222.smt2,0.0,1000.0,5000.0,5000.0,1.8333,1000.0,1.0,1.2222222222,Phaserr,,,,328.0604
p_0.00_1000.00_5000.00_5000.00_1.8333_1000.00_1.00_1.2222222222.smt2,0.0,1000.0,5000.0,5000.0,1.8333,1000.0,1.0,1.2222222222,Spacer,,,,326.4792
p_0.00_1000.00_5000.00_5000.00_1.8333_1000.00_1.00_1.2222222222.smt2,0.0,1000.0,5000.0,5000.0,1.8333,1000.0,1.0,1.2222222222,Golem,,,,326.8878
p_0.00_1000.00_5000.00_5000.00_1.8333_1000.00_1.00_1.2222222222.smt2,0.0,1000.0,5000.0,5000.0,1.8333,1000.0,1.0,1.2222222222,GSpacer,,,,326.175
p_0.00_1000.00_5000.00_5000.00_1.8333_1000.00_1.00_1.4444444444.smt2,0.0,1000.0,5000.0,5000.0,1.8333,1000.0,1.0,1.4444444444,Phaserr,,,,328.8064
